1 0.0277575 -2.02777777778e-05
2 0.0270729 6.67271604938e-05
3 0.0262288 -2.72013717421e-05
4 0.0255584 3.17319996952e-05
5 0.024822 4.40611081475e-06
6 0.0241455 1.72837188477e-05
7 0.0234148 -4.31880511203e-05
8 0.022818 1.16227280775e-05
9 0.0220726 -0.000100266792147
10 0.0215279 -2.90538256984e-05
11 0.0209754 1.72504472377e-05
12 0.0204198 4.38212681477e-05
13 0.0197253 -8.46793226341e-05
14 0.0192533 -6.40211922763e-06
15 0.0187694 4.46896063065e-05
16 0.0181919 -1.26795494243e-05
17 0.0176628 -3.60967841625e-05
18 0.017149 -5.82607623802e-05
19 0.016725 -4.28129675851e-06
20 0.0162549 -9.67903851522e-06
21 0.0157592 -5.35851763342e-05
22 0.0154116 3.80588563417e-05
23 0.0149728 2.63016658878e-05
24 0.0145186 -1.27178248313e-05
25 0.014173 4.53298925251e-05
26 0.0137846 4.93651732883e-05
27 0.01333 -2.37005259697e-05
28 0.0129628 -1.99644002483e-05
29 0.0126239 1.767944203e-06
30 0.0122626 -8.9172764693e-06
31 0.011997 6.63582034326e-05
32 0.0115911 -8.13507999606e-06
33 0.0112805 3.46589444828e-06
34 0.0109675 3.71684182471e-06
35 0.0106608 1.56637399625e-06
36 0.0103536 -9.5438030592e-06
37 0.0100861 1.08213025813e-05
38 0.0098251 2.96901552874e-05
39 0.0095482 2.48848731961e-05
40 0.0092126 -4.61785955038e-05
41 0.0090201 1.85096988157e-05
42 0.0087654 1.38538738486e-05
43 0.0085079 -5.47622647153e-07
44 0.0082774 5.2981446486e-06
45 0.0080427 3.78751741695e-07
46 0.0078396 2.06765641933e-05
47 0.0075852 -1.65311181454e-05
48 0.007384 -6.57192041913e-06
49 0.0071396 -4.5678255963e-05
50 0.0069595 -2.61871932974e-05
51 0.0068034 1.17596731831e-05
52 0.0066099 6.916348928e-06
53 0.0064241 4.53256145778e-06
54 0.0062589 1.76538791951e-05
55 0.0060678 -7.81730048029e-08
56 0.0059206 2.12739984676e-05
57 0.005745 9.54416517679e-06
58 0.0056164 4.02623828108e-05
59 0.0053818 -3.94449056006e-05
60 0.0052907 2.0045230666e-05
61 0.0051319 7.65230759198e-06
62 0.0049707 -1.120747873e-05
63 0.004819 -2.45211598764e-05
64 0.004707 -1.97890543539e-06
65 0.0045592 -1.897393584e-05
66 0.0044633 1.22975623778e-05
67 0.0043423 1.49365189784e-05
68 0.0041827 -2.44589398821e-05
69 0.004104 1.37065862258e-05
70 0.0040058 2.91258477195e-05
71 0.0038856 1.93890186162e-05
72 0.0037554 -3.41623190095e-06
73 0.00367 1.55953300963e-05
74 0.0035633 1.0406570927e-05
75 0.0034422 -1.20019449321e-05
76 0.0033725 1.42481090938e-05
77 0.0032648 -1.6711615884e-07
78 0.0031859 1.16264148456e-05
79 0.0031196 3.35006810999e-05
80 0.0029993 -1.07433781958e-06
81 0.0029132 -3.83060621348e-06
82 0.0028265 -9.5019782631e-06
83 0.0027136 -4.36241455336e-05
84 0.0026641 -1.65345859354e-05
85 0.0025745 -3.16725141039e-05
86 0.0025173 -1.64788331565e-05
87 0.0024632 -1.9608779109e-07
88 0.0024107 1.57315813142e-05
89 0.0023408 1.23584818333e-05
90 0.0022816 1.78374128935e-05
91 0.002196 -4.88029302025e-06
92 0.0021398 5.52706747544e-08
93 0.0020738 -6.50737573288e-06
94 0.002023 4.78940259703e-07
95 0.0019528 -1.3539919192e-05
96 0.0018934 -1.83193658811e-05
97 0.0018614 2.78394983785e-06
98 0.0018191 1.21121734535e-05
99 0.0017696 1.28062797464e-05
